text,label
pilih lagu kenapa ga bisa lagi buat pengguna reguler pelit amat fitur begitu doang aja pake di ilangin premium buat ilangin iklan aja pilih lagu doang di ilangin pelit sekali aplikasi inii,negatif
apk nya kikir kemaren malem lagi nyetel musik masih bisa aja iklan masih normal lagu yang diputer 5 iklannya 3 sekarang jadi gimana y kalo muter musik harus premium mana paket mingguannya udah nggak ada lagunya kesetel sendiri dari pilihan nggak singkron sama mood terus lebih sering iklan baru nyetel 1 lagu iklannya 3,negatif
saya hanya ingin mendengarkan musik tapi kenapa tulisannya kamu sedang offline padahal internet lancar buka aplikasi lain bisa tapi buka spotify tulisannya kamu sedang offline terus udah di tunggu agak lama gak online online,positif
aku suka karena bisa nge hibur kita pas melakukan aktivitas di rumah jadi ga gampang bosan,positif
maksa bnget harus premium lama ganti aplikasi,negatif
seru banget dengerin lagu di spotify tapi sekarang ada iklannya terus kalo mau dicepetin gak bisa jadi tolong diperbaiki,positif
sayaa sangat puas,positif
ok,positif
bagus untuk main biar rileks,positif
keren banget update selalu lagu terbaru,positif
tenang,positif
sangat mudah dijangkau,positif
suka sih tapi pls deh ya jangan kasih pengatur waktu padahal lagi enak enaknya dengerin lagu,positif
ini aplikasi emang enak banget buat dengerin musik mau lagi masak makan tidur nyapu dan dll pokoknya bagus deh,positif
lagunya banyak cuma mengetik lirik saja sudah ketemu judul lagunya sangat di rekomendasi banget,positif
plis lah spotify iklannya di kurangi dong kok makin ksni makin tmbh bnyak si uda gk sebgus dulu lagi nih bkn tmbah bgus tpi malah tmbh jlk si,netral
enak di denger,positif
bagus,positif
enak cocok jadi temen tidurr,positif
gw gak paham ama ni aplikasi selain iklannya yang 4 iklan sekaligus milih lagu mau puter aja harus bayar sebenarnya ni aplikasi berbayar atau gratis bisa di jelaskan ya tolong dong dulunya sistem gratis pilih gratis juga sekarang jadi bayar kami pihak gratis merasa seperti harus pindah posisi ke aplikasi musik lain jika terus terjadi seperti ini mohon pihak developer jangan terlalu memaksa pelanggan membeli masak langu milih aja bayar kurang effort ni aplikasi,negatif
bagus banget,positif
amazing,positif
kadang kalo di bawa main game suka mati sendiri,positif
keren,positif
keren komplit lagunya,positif
ini yang punya aplikasi sehat apa sakit ngiklanin aplikasi sendir padahal masih dipake,positif
tolong paketnya murahin,positif
awalnya masih biasa aja nah pas hari ke 3 4 kan aku login tuh nah di situ hitam semua layarnya kan aku sudah reloth masih sama,negatif
bagus banget tapi jangan kebanyak iklan kakak aku suka suka spotify lagu lagu nya bagus soalnya,negatif
lagunya bagus,positif
bagus,positif
iklan banyak bgett,negatif
banyak pengalaman dan bisa belajar segala lirik lagu tenk spotify tetapi kurang nya dari spotify ga gratis,positif
saya suka dengan aplikasi ini karena menghibur menyanyi atau menghafal lirik yg ada di spotify,positif
baguss,positif
bagoss,positif
lagu kesukaan ku ada disini semua sampai lagu kai kereta api indonesia ada loh,positif
enak sll lg nya,positif
baguss,positif
mantap ngk ad iklan sperti di sebelah,netral
gamenya seru,positif
aplikasi nya bagus cocok buat lagi gabut atau mau main game sukaa,positif
karena bisa menyetel lagu gratis,positif
approved buat spotify,positif
kikir disuruh premium mulu,negatif
besst,positif
bagus banget tapi iklan nya gasuka,netral
bagus,positif
bagus buat menggalau,positif
makan ram nya gede bgt hp ram 6 sambil liat lirik lama kelamaan crash,negatif
sangat baik,positif
tapi bisa nggak nggak usah pakai uang please,positif
sehat,positif
tidak lengkap lagu2 nya seperti imanez dengan judul ikan bakar atau anak pantai itu tidak ada dan lagu2 tertentu lain nya tolong di lengkapi nanti saya kasih bintang 5,netral
aku nyaman dengar lagu membuat aku bisa kabur dari pertengkaran ortu ku setiap hari dan buat aku nyaman tidur,positif
menyenangkan,positif
sukaa bagett bisaa mainn sambill denger musikk sekali guss,positif
the best,positif
bagus banget,positif
wajib punya sih kalo kalian lagi belajar bersih rumah bisa sambil dengerin musik di spotify pokoknya harus download apk ini sih gabakal nyesel deh lovvyuu bgtt deh sama yg ciptain apk ini3,negatif
bagus,positif
suka banget semua lengkap,positif
aplikasi ini sya cobalt dulu,positif
maaf ya min ku uninstall soalnya gabisa lompat lirik,negatif
super sak pacu temen,positif
eh maf,negatif
kikir ni aku gabisa muter lagu jir premium mulu iklan nya juga banyak mampus co jadi ga tenang perasaan dulu ga gini,negatif
suka mati sendiri musiknya,positif
jujur enak sih app nya but ganti lagunya ngaco bgt kadang ga sesuai sama lagu di playlist,negatif
bagus apk,positif
sangat sangat bagus,positif
baguus tapi kurangin iklan nya,negatif
mantap,positif
pliss bagus banget jujur yang bikin aplikasi ini bintang 5 buat kamu dehh,positif
keren bisa tanpa iklan,positif
baguss buat kalo lagi gambarr pake lagu ani nurhayani,positif
nice,positif
bagus bangett bisa dengerin musik banyak selain itu kalo kita keluar dari aplikasinya musiknya tetap ada,netral
terlalu banyak iklan dan fitur pelajar hanya untuk mahasiswa sma enggak mendukung fitur tsb,negatif
cukup bgus,positif
ini shufflenya napa ngeluarin lagu yg kga jelas mulu dah trus iklan makin bejibun bae gw liat2 hadeeh hadeh,negatif
sangat bagus,positif
saya sangat terbantu lebih tepatnya memanjakan pengalaman mendengarkan musik yang sangat luar biasa,positif
lagu nya pada bagis enak di dengar,positif
bagus,positif
pelatfom yang bagus untuk mendengarkan musik mantap,positif
biasa aja,positif
bayak iklan kalau iklan minimal 2 lah jangan 4 5 sampai 2mnt,negatif
sangat bagus,positif
baguss bangett pulang kerja pasti dengerin lagu thngks,positif
sangat bagus dan lengkap lagunya,positif
bagus lagu nya dan menyesuaikan dengan hati trimakasi,positif
lagunya sangat lengkap,positif
kereenn,positif
mantap,positif
terlalu miskin sikit2 minta premium,negatif
bagus kalo keluar masih ada lagu nya,netral
kenapa sekarang jadi black screen wok udah bagus eh malah jadi black screen,positif
mengapa harus berbayar,negatif
saya sangat puas apapun lagu ada di sini,positif
terlalu banyak iklan,negatif
dipaksa premium pas lagi boke pula kalo ada duit juga mau premium,negatif
aplikasih yg sangaatt baguss enk buat nemenin tidur,positif
apk ini eror hati hati yg brlangganan sulit untuk membatalkan berlangganan tak ada fitur bantuan apk otomatis menarik saldo dan tak bisa pengajuan pengembalian,negatif
awal download biasa aja berjalan lancar tapi pas tadi malam dan pagi ini selama aku menggunakan 4 hari pas mau masuk spotify nya mau buka radio nadin amizah dan yg lainnya malah keluar lagi aku coba lagi pagi ini sama saja sudah masuk berulang kali tetep coba download ulang masukin akun baru tetep sama aja tolong ya ini spotify di benerin aplikasinya atau ini memang salah hp aku jadi aku hapus lagi aplikasi nya karna muak,negatif
suka,positif
lumayan kalo gabut,positif
banyak iklan maksa premium,negatif
asik banget irit kuota,positif
aplikasinya bagus untuk mendengarkan musik sangat enak,positif
bagus banget ada lagu favorite,positif
mantul,positif
karena banyak iklan kenapa harus premium dulu biar gak ada iklan,negatif
aplikasi nya bagus walau gk pake kuota tspi msih bisa bekerja walau iklan nya sedikit mengganggu sih,netral
seru lagu nya,positif
mayan cuma iklan agak ganggu,negatif
bisa buat jongging dan buat kerja,positif
aplikasinya udah bagus tapi terlalu banyak iklan mohon dikurangi dong iklannya masa baru denger 2 lagu dikasih iklan 4,negatif
nice,positif
sangat baguss,positif
bagus banget apk nya,positif
bagus,positif
bagus,positif
anjay kenal banget duit ini aplikasi gila baru download lagi muter lagu baru 1 x iklanya 4 4 sakit jiwa mana gada tombol skip mending youtube sekalian gokill,negatif
banyak iklan bayar bayar terus chord bayar terus dengan iklan topi dari 3,negatif
ok,positif
sangat bagus,positif
bagus banget,positif
kebanyakan iklan,negatif
iklan terlalu banyak,negatif
kenapa sih makin ke sini musik suka tiba tiba berhenti padahal pas awalan biasa aja makin malah makin parah baru mulai beberapa menit udah berhenti aja harus balik laki ke spotify sumpah ganggu bngt,negatif
lumayan lah,positif
ya buat dengerin musikk seruu untuk beres beres dan untuk malem kalo mau tidurr yaudahh yaa good night,positif
gabisa dibuka weh lag,negatif
iklanya udah 4 trus playlist gw lu rusakin jadi lagu random gegara ga premium,negatif
bisa buka aplikasi lain saat mendengar kan lagu di spotify,positif
aplikasi ini sangat bagus,positif
bagus banget seru bisa pilih lagu sendiri buat di favoritin,positif
lumayan berguna dan saya suka,positif
iklannya makin banyak sampe 2 menit buat seluruh iklannya sangat mengganggu,negatif
jelek,negatif
aku udh pakiy hp lnfinix semar 8 pro jadi di kasih bintang 1,negatif
bagus buat tidur,positif
ok bagus sound nya asik,positif
makin kesini makin gak jelas pilih 1 album malah lari kemana mana musiknya,negatif
saya pake spotify premium yg family plis spotify jangan hapus breakbeat saya suka dengar breakbeat saya favorit tapi lama lama suka di hapus sama spotify tiba tiba itu breakbeat menghilang kalo kaya gitu terus lama lama males pake spotify prem,negatif
ini gw di suruh denger lagu apa iklan wkwk buset mana 4 30 detik lagi mana di paksa premium blom lagi mau ganti lagu juga premium,negatif
ok bgus,positif
kalau diberikan premium secara gratis selamanya saya akan membuat 10 akun dan beri 5bintang untuk spotify,positif
perpanjangan promo nya dong,positif
jelek banget gak kaya dulu sekarang harus berbayar,negatif
asik,positif
seru banget,positif
bagus sih ap nya tapi kenapa setiap mau lihat lirik selalu hitam ya layar nya kadang ada juga yg gk lengkap lagu yg ada liriknya,positif
bagus banget bisa denger lagu tapi makin ke sini kok kaya banyak iklan ya bosen banget lama lama,negatif
aplikasi ini bagus sekali dan sangat seru,positif
ok good,positif
spotify sangat seru,positif
aslinya bagus tapi iklan nya banyak bgt jadi biasanya kaya lagi enak enak dengerin tiba tiba mau ganti lagu eh ada iklan muncul tapi aplikasi nya ttp bagus bgt,positif
bagus banget aplikasi nya seperti iklan bilang tapi lebih bagus iklan nya di kurangi karena sekarang sudah 4 iklan sangat di sayangkan saya harap bisa di ubah,negatif
bagu banget,positif
sangat bagus,positif
aplikasi kikir,negatif
bagus,positif
jujur bagus tapi ada iklan,netral
bagus,positif
sering bug kamu sedang offline jadi macet lagunya,negatif
bagus banget seru,positif
bagus,positif
saya harapkan untuk iklan jangan banyak banyak,negatif
lumayan bagus sebaliknya,positif
bagus,positif
bagus i love it intinya 4 cuma satu iklan nya konthlflflflfld,netral
asik njirr,positif
bagus tapi bayar,positif
saya kasih bintang 3 karna saat saya sedang ingin memutar lagu itu di salah satu playlist saya tiba tiba harus premium dulu,negatif
iklannya menyebalkan,negatif
bagus bgt aku suka main game sambil dengerin lagu dari spotify,positif
apacoba mau lewat lagu sama pilih lagu yg kita mau harus prem ketika melebihi batas pilihan nya gak asik,negatif
gw kasih bintang 5 biar banyak yg liat dan di notice adminnya aplikasnya bagus tapi terkadang ada bug yang mengganggu sampai uninstall dulu lalu download lagi tolong diperbaiki and iklan banyak bet dua lagu iklan sampe 3 dan lagi kikir bet lihat lirik aja kudu premium,negatif
iklan nya banyak bet lalu iklan nya kayak maksa buat beli premium kadang kadang iklan nya bisa lebih dari 3,negatif
banyak iklannya percuma lagu nya premium tapi banyak iklan gw kasi bintang 2,negatif
bagus,positif
miskin wkwk,negatif
aneh ni tiba2 pas buka spotify ada tulisan coba lagi dan ngga bisa muter lagu kaya ke ban padahal di laptop normal bisa muter lagu,negatif
bagus tpi saya belum premium,positif
sangat bagus,positif
makin kapitalis super duper mahal akses musik sekarang dibatasi,negatif
aplikasi nya bagus dan lagu yg kita cari ada,positif
lumayan buat dengerin musik,positif
bagus baget untuk buat yg sad,positif
baguss tiada yang kurang,positif
premiumnya naik jadi lebih mahal mahal,negatif
kecewa sekarang jadi banyak batasan bagi aplikasi yang gratis yang sebelumnya bisa pilih lagu sesuai keinginan sekarang ga bisa harus premium terus banyak iklan lagi kadang baru 3 kali putar lagu udah muncul iklan yang durasinya bisa sampe 30 detik iklannya 3 lagi bagusan app yang dulu semoga kedepannya memerhatikan pendengar karena tidak semuanya mampu membeli premium makasih,negatif
topp,positif
good,positif
lagi nunggu aplikasi di instal yaa,positif
in my opinion if this application is premium it has its own advantages such as being able to change the color the contents which are usually black and green can be changed to white pink or other colors but this is specifically for a,positif
hadeh tolong perbaiki bug nya sering black screen keluar sendiri,negatif
kebugaran is the best,positif
seruu bangett pilihan lagu nya juga banyk dan juga bisa bikin playlist sendiri kereen enak buat di temenin belajar,positif
terlalu banyak iklan,negatif
bagus bangett aku rekomendasiin bangett,positif
kenapa setiap aku mau pilih lagu sendiri harus bayar kan aneh wah ini pasti mau korupsi masukan kedalam penjara,negatif
baguss,positif
baguss cuman iklannya gabisa di skip,positif
mantap sekali,positif
bagus,positif
dengerin musik noo dengerin iklan yess,negatif
semakin menggunakan nih aplikasi iklan makin banyak,negatif
iklan terlalu banyak,negatif
harga premiumnya turunin ga masuk budget pelajar plss atau engga iklannya kurangin,netral
sangat bagus,positif
baguss sihh lengkap lagi lagu nya tapi kebanyakan iklan,netral
bagus bagett,positif
terlalu maksa untuk menjadikan ke premium dikasih iklan tiap 2 lagu tidak ada tombol lagu sebelumnya playlist ambu radul gk sesuai album semua bisa kalo premium ya sayang sekali aplikasi udah bagus dan mendunia mohon dikurangi pelitnya,negatif
bagus,positif
bagus banget,positif
membantu dn mudah dlm mendengarkan musik,positif
enak banget dengerin musik di spotify walau iklan nya sekali muncul 3 4,netral
bagus,positif
apk nya bagus klo mw kerja kelompok dengerin lagu di spotify,positif
sangatt baguss tapii minuss nyaa biasa ada iklan,netral
nyebelin apa apa bayar,negatif
mantap,positif
ada iklannya,negatif
banyak iklan nya gak suka,negatif
bagus sekali spotivy,positif
no comment deh baguss bangett,positif
bagus bgt,positif
teman teman teknisi spotify tolong tambahkan fitur chatting dengan staf customer service kalau mau usulkan lagu baru kepada team sepotivi apa arti gangguan dengan aplikasi jadi bisa interaktif dengan pengguna spotify supaya koleksi lagu lagunya lebih cepat update terima kasih,positif
sagat suka,positif
mantap,positif
iklan nya kebanyakan saran kurangi iklannya selebihnya bagus,negatif
lebih memudah kan mencari musik,positif
aplikasi musik terlengkap,positif
woi kok apknya waktu dibuka ga muncul apa apa cuma layar hitam doang udunaku tunggu lama ttp g kembali normal,negatif
bagus,positif
nyaman banget dengerin lagunya jadi tenang,positif
saya suka tapi lagu nya tida bisa di ulang,positif
ini apk iklan terus dah mesti update premium terus heran,negatif
enk cukk lagu ny,positif
mantapp,positif
sempurnakan daftar musik nya biar gak acak acakan,positif
ok,positif
udah lah min masa baru dengerin 2 lagu di kasih 3 iklan maksa banget harus spotify premium lu kebelet pergi haji apa gimana min,negatif
bgus,positif
bagus banget,positif
enak untuk mendengarkan lagu favorit main game roblox free fire sambil mendengarkan lagu enak banget jadi kalo main game apapun itu enaknya sambil denger lagu favorit,positif
much entrtain,positif
aplikasinya ngebug udah di download ulang masih aja ngebug,negatif
